LSOA11CD,medianAge
E01028905,35.0
E01028906,42.0
E01028907,52.0
E01028908,39.0
E01028909,40.0
E01028910,52.0
E01028911,54.0
E01028912,39.0
E01028913,53.0
E01028914,53.0
E01028915,49.0
E01028916,58.0
E01028917,46.0
E01028918,48.0
E01028919,47.0
E01028920,48.0
E01028921,45.5
E01028922,52.0
E01028923,55.0
E01028924,42.0
E01028925,47.0
E01028926,42.0
E01028927,46.0
E01028928,47.0
E01028929,49.0
E01028930,42.0
E01028931,42.0
E01028932,37.0
E01028933,39.0
E01028934,34.0
E01028935,50.0
E01028936,51.0
E01028937,45.0
E01028938,49.0
E01028939,43.0
E01028940,49.0
E01028941,37.0
E01028942,46.0
E01028943,47.0
E01028944,42.0
E01028945,37.0
E01028946,43.0
E01028947,59.0
E01028948,51.0
E01028949,50.0
E01028950,51.0
E01028951,46.0
E01028952,46.0
E01028953,46.0
E01028954,53.0
E01028955,43.0
E01028956,48.0
E01028957,33.0
E01028958,44.0
E01028959,46.5
E01028960,55.0
E01028961,34.0
E01028962,37.0
E01028963,50.0
E01028964,51.0
E01028965,42.0
E01028966,49.0
E01028967,38.0
E01028968,39.0
E01028969,48.0
E01028970,55.0
E01028971,49.0
E01028972,49.0
E01028973,45.0
E01028974,23.0
E01028975,43.0
E01028976,52.5
E01028977,50.0
E01028978,47.0
E01028979,45.0
E01028980,52.0
E01028981,44.0
E01028982,37.0
E01028983,36.0
E01028984,49.0
E01028985,55.0
E01028986,45.0
E01028987,48.0
E01028988,41.0
E01028989,38.0
E01028990,52.0
E01028991,52.0
E01028992,52.0
E01028993,54.0
E01028994,50.0
E01028995,50.0
E01028996,54.0
E01028997,61.0
E01028998,58.0
E01028999,54.0
E01029000,57.0
E01029001,50.0
E01029002,44.0
E01029003,57.0
E01029004,56.0
E01029005,55.0
E01029006,58.0
E01029007,40.0
E01029009,54.0
E01029010,39.0
E01029011,53.0
E01029012,44.0
E01029013,50.0
E01029014,39.0
E01029015,56.0
E01029016,55.0
E01029018,51.0
E01029019,54.0
E01029020,45.0
E01029021,50.0
E01029022,51.0
E01029023,49.0
E01029024,48.0
E01029025,44.0
E01029026,52.0
E01029027,47.0
E01029028,52.0
E01029029,40.0
E01029030,47.0
E01029031,51.0
E01029032,62.0
E01029033,44.0
E01029034,45.0
E01029035,33.0
E01029036,40.0
E01029037,43.0
E01029038,35.0
E01029039,50.0
E01029040,43.0
E01029041,42.0
E01029042,42.0
E01029043,39.0
E01029044,41.0
E01029045,43.0
E01029046,51.0
E01029047,47.0
E01029050,46.0
E01029051,55.0
E01029052,53.0
E01029053,51.0
E01029054,50.0
E01029055,49.0
E01029056,51.0
E01029057,51.0
E01029058,50.0
E01029059,53.0
E01029060,51.0
E01029061,47.0
E01029062,32.0
E01029063,38.0
E01029064,44.0
E01029065,43.5
E01029066,46.0
E01029067,39.0
E01029068,43.0
E01029069,53.0
E01029070,37.0
E01029071,42.0
E01029072,42.0
E01029073,46.0
E01029074,21.0
E01029075,51.0
E01029076,44.0
E01029077,52.0
E01029078,54.0
E01029079,49.0
E01029080,48.0
E01029081,50.0
E01029082,59.0
E01029083,56.0
E01029084,50.0
E01029085,49.0
E01029086,53.0
E01029089,50.0
E01029090,33.0
E01029091,41.0
E01029092,41.0
E01029093,37.0
E01029094,36.0
E01029095,36.0
E01029096,36.0
E01029097,35.0
E01029098,40.0
E01029099,40.0
E01029100,33.0
E01029101,43.0
E01029102,39.0
E01029103,52.0
E01029104,41.0
E01029105,41.0
E01029106,32.5
E01029107,38.0
E01029108,50.0
E01029109,35.0
E01029110,38.0
E01029111,35.0
E01029112,45.0
E01029113,61.0
E01029114,64.0
E01029115,55.0
E01029116,56.0
E01029117,53.0
E01029118,51.0
E01029119,54.0
E01029120,50.0
E01029121,56.0
E01029122,53.0
E01029123,48.0
E01029124,53.0
E01029125,54.0
E01029126,51.0
E01029127,52.0
E01029128,49.0
E01029129,48.0
E01029130,54.0
E01029131,36.0
E01029132,37.0
E01029133,55.0
E01029134,51.0
E01029135,56.0
E01029136,47.0
E01029137,55.0
E01029138,48.0
E01029139,52.5
E01029140,47.0
E01029142,50.0
E01029143,49.0
E01029144,53.0
E01029145,48.0
E01029147,55.0
E01029148,52.0
E01029149,52.0
E01029150,53.0
E01029151,55.0
E01029152,51.0
E01029153,57.0
E01029154,50.0
E01029155,57.0
E01029156,50.0
E01029157,37.0
E01029158,42.0
E01029159,37.0
E01029160,36.0
E01029161,37.0
E01029162,45.0
E01029163,55.0
E01029164,46.0
E01029165,56.0
E01029166,55.0
E01029167,48.0
E01029168,56.0
E01029169,43.0
E01029170,37.0
E01029171,50.0
E01029172,52.0
E01029173,38.5
E01029174,52.0
E01029175,41.0
E01029176,51.0
E01029177,44.0
E01029178,54.0
E01029179,48.0
E01029180,51.0
E01029181,53.0
E01029182,52.0
E01029183,43.0
E01029184,54.0
E01029185,50.0
E01029186,54.0
E01029187,48.0
E01029188,57.0
E01029189,50.0
E01029190,54.0
E01029191,54.0
E01029192,48.0
E01029193,45.0
E01029194,46.0
E01029195,52.0
E01029196,48.0
E01029197,54.0
E01029198,31.0
E01029199,33.0
E01029200,50.0
E01029201,53.0
E01029202,52.0
E01029203,53.0
E01029204,54.0
E01029205,45.0
E01029206,48.0
E01029207,51.0
E01029208,54.0
E01029209,55.0
E01029210,53.5
E01029211,56.0
E01029212,55.0
E01029213,53.0
E01029214,52.0
E01029215,51.0
E01029216,56.0
E01029217,55.0
E01029218,49.0
E01029219,56.0
E01029220,50.0
E01029221,51.0
E01029222,52.0
E01029223,54.0
E01029224,54.0
E01029225,48.0
E01029226,53.0
E01029227,44.0
E01029228,41.0
E01029229,40.0
E01029230,57.0
E01029231,45.0
E01029232,38.0
E01029233,34.0
E01029234,37.0
E01029235,44.5
E01029236,34.0
E01029237,35.0
E01029238,38.0
E01029239,38.0
E01029240,38.0
E01029241,34.0
E01029242,42.0
E01029243,58.0
E01029244,53.0
E01029245,40.0
E01029246,48.0
E01029247,31.0
E01029248,38.0
E01029249,50.0
E01029250,52.0
E01029251,49.0
E01029252,47.0
E01029253,35.0
E01029254,57.0
E01029255,40.0
E01029256,46.0
E01029257,45.0
E01029258,51.0
E01029259,52.0
E01029260,38.0
E01029261,54.0
E01029262,54.0
E01029263,43.0
E01029264,52.0
E01029265,54.0
E01029266,44.0
E01029267,53.0
E01029268,51.0
E01029269,54.0
E01029270,57.0
E01029271,51.0
E01029273,45.0
E01029274,53.0
E01029275,54.0
E01029276,40.0
E01029277,39.0
E01029278,51.0
E01029279,51.0
E01029280,37.0
E01029281,47.0
E01029282,39.0
E01029283,47.0
E01029284,42.0
E01029285,34.0
E01029286,37.0
E01029287,35.0
E01029288,40.0
E01029289,39.0
E01029290,43.0
E01029291,44.0
E01029292,38.0
E01029293,29.0
E01029294,42.0
E01029295,48.0
E01029296,49.0
E01029297,44.5
E01029298,40.0
E01029299,46.0
E01029300,37.0
E01029301,51.0
E01029302,48.0
E01029303,53.0
E01029304,44.0
E01029305,48.0
E01029306,52.0
E01029307,43.0
E01029308,50.0
E01029309,38.0
E01029310,56.0
E01029311,39.0
E01029312,46.0
E01029313,38.0
E01029314,46.0
E01029315,56.0
E01029316,53.5
E01029317,39.0
E01029318,37.0
E01029319,36.0
E01029320,51.0
E01029321,52.0
E01029322,43.0
E01029324,41.0
E01029325,60.0
E01029326,59.0
E01029327,56.0
E01029328,58.0
E01029329,55.0
E01029330,60.0
E01029331,65.0
E01029333,53.0
E01029334,59.0
E01029335,57.0
E01029336,60.0
E01029337,54.0
E01029338,57.0
E01029339,48.0
E01029341,59.0
E01029342,63.0
E01029343,55.0
E01029345,37.0
E01029346,36.0
E01029347,53.0
E01029348,42.0
E01029349,43.0
E01029350,40.0
E01029351,31.0
E01029352,43.0
E01029353,51.0
E01029354,44.0
E01029355,43.0
E01029356,40.0
E01029357,37.0
E01029358,35.0
E01029359,33.0
E01029360,38.0
E01029361,43.0
E01029362,32.0
E01029363,48.0
E01029364,48.0
E01029365,46.0
E01029366,57.0
E01029367,44.0
E01029368,55.0
E01029369,46.0
E01029370,54.0
E01029371,43.0
E01029372,34.0
E01029373,39.0
E01029374,39.0
E01029375,37.0
E01029376,39.0
E01029377,40.0
E01029378,40.0
E01029379,39.0
E01029380,41.0
E01029381,46.0
E01029382,46.0
E01029383,42.0
E01029384,36.0
E01029385,45.0
E01029386,41.0
E01029387,39.0
E01029388,45.0
E01029389,44.0
E01029390,38.5
E01029391,46.0
E01029392,40.0
E01029393,49.0
E01029394,53.0
E01029395,43.0
E01029396,48.0
E01029397,38.0
E01029398,48.0
E01029399,40.0
E01029400,44.0
E01029401,43.0
E01029402,49.0
E01029403,45.0
E01029404,46.0
E01029405,51.0
E01029406,51.0
E01029407,34.0
E01029408,32.0
E01029409,31.0
E01029410,35.0
E01029411,50.0
E01029412,54.0
E01029413,45.0
E01029414,44.0
E01029415,38.0
E01029416,42.0
E01029417,38.0
E01029418,49.0
E01029419,49.0
E01029420,50.0
E01029422,50.0
E01029423,42.0
E01029424,54.0
E01029425,41.0
E01029426,31.5
E01029427,35.0
E01029428,31.0
E01029429,32.0
E01029430,38.0
E01029431,39.0
E01029432,49.0
E01029433,39.0
E01029434,33.0
E01029435,49.0
E01029436,38.0
E01029437,33.0
E01029438,49.0
E01029439,51.0
E01029440,51.0
E01029441,54.0
E01029442,46.0
E01029443,52.0
E01029444,54.0
E01029445,30.0
E01029446,37.0
E01029447,30.0
E01029448,37.0
E01029449,46.0
E01029450,37.5
E01029451,43.0
E01029452,43.0
E01029453,37.0
E01029454,53.0
E01029455,48.0
E01029456,53.0
E01029457,43.0
E01029458,46.0
E01029459,41.0
E01029460,48.0
E01029461,43.0
E01029462,46.0
E01029463,47.0
E01029464,48.0
E01029465,47.0
E01029466,44.0
E01029467,52.0
E01029468,34.0
E01029469,49.0
E01029470,41.0
E01029471,45.0
E01029472,42.0
E01029473,53.0
E01029474,54.0
E01029475,49.0
E01029476,49.0
E01029477,54.0
E01029478,49.0
E01029479,36.0
E01029480,45.0
E01029481,38.0
E01029482,48.0
E01029483,52.0
E01029484,48.0
E01029485,49.0
E01029486,51.0
E01029487,46.0
E01029488,34.0
E01029489,55.0
E01029490,48.0
E01029491,44.0
E01029492,33.0
E01029493,46.0
E01029494,48.0
E01029495,45.0
E01029496,36.0
E01029497,39.0
E01029498,52.0
E01029499,40.0
E01029500,51.0
E01029501,42.0
E01029502,41.0
E01029503,48.0
E01029504,41.0
E01029505,52.0
E01029506,54.0
E01029507,51.0
E01029508,49.0
E01029509,54.0
E01029511,48.0
E01029512,46.0
E01029513,51.0
E01029514,51.0
E01029515,55.0
E01029516,51.0
E01029517,45.0
E01029518,43.0
E01029519,41.0
E01029520,51.0
E01029521,52.0
E01029522,52.0
E01029523,52.0
E01029524,46.0
E01029525,51.0
E01029526,50.0
E01029527,40.0
E01029528,42.0
E01029529,36.0
E01029530,35.0
E01029531,54.0
E01029532,47.0
E01029533,48.0
E01029534,48.0
E01029535,37.0
E01029536,53.0
E01029537,40.0
E01029538,42.0
E01029539,42.0
E01029540,53.0
E01029541,34.0
E01029542,39.0
E01029543,39.0
E01029544,47.0
E01029545,43.0
E01029546,39.0
E01029547,34.0
E01029548,39.0
E01029549,46.0
E01029551,41.0
E01029552,42.0
E01029553,34.0
E01029554,35.0
E01029555,35.0
E01029556,47.0
E01029557,54.0
E01029558,34.0
E01029559,40.0
E01029560,33.0
E01029561,40.0
E01029562,46.0
E01029563,49.0
E01029564,32.0
E01029565,48.0
E01029566,30.0
E01029567,38.0
E01029568,38.0
E01029569,51.0
E01029570,52.0
E01029571,54.0
E01029572,53.0
E01029573,47.0
E01029574,51.0
E01029575,44.0
E01029576,21.0
E01029577,47.0
E01029578,47.0
E01029579,42.0
E01029580,44.0
E01029581,45.0
E01029582,48.0
E01029583,45.0
E01029584,42.0
E01029585,39.0
E01029586,55.0
E01029587,49.0
E01029588,48.0
E01029589,53.0
E01029590,54.0
E01029591,40.0
E01029593,34.0
E01029594,46.0
E01029595,56.0
E01029596,57.0
E01029597,37.0
E01029598,29.0
E01029599,45.0
E01029600,48.0
E01029601,50.0
E01029602,30.0
E01029603,33.0
E01029604,33.0
E01029605,45.0
E01029606,47.0
E01029607,43.0
E01029608,55.0
E01029609,40.0
E01029610,43.0
E01029611,37.0
E01029612,52.0
E01029613,50.0
E01029614,45.0
E01029615,44.0
E01029616,55.0
E01029617,51.0
E01029618,52.0
E01029619,53.0
E01029620,44.0
E01029621,47.0
E01029622,44.0
E01029623,52.0
E01029624,47.0
E01029625,54.0
E01029626,50.0
E01029627,44.5
E01029628,47.0
E01029629,52.0
E01029630,51.0
E01029631,42.0
E01029632,50.0
E01029633,46.0
E01029634,42.0
E01029635,42.0
E01029636,50.0
E01029637,35.0
E01029638,50.0
E01029639,47.0
E01029640,38.0
E01029641,42.0
E01029642,50.0
E01029643,44.0
E01029644,52.0
E01029645,53.0
E01029646,40.0
E01029647,36.0
E01029648,41.0
E01029649,59.0
E01029650,56.0
E01029651,55.0
E01029652,50.0
E01029653,47.0
E01029654,50.0
E01029655,52.0
E01029656,52.0
E01029657,44.0
E01029658,43.0
E01029659,51.0
E01029660,50.0
E01029661,50.0
E01029662,44.0
E01029663,46.0
E01029664,45.0
E01029665,47.0
E01029666,37.0
E01029667,52.0
E01029668,53.0
E01029669,49.0
E01029670,49.0
E01029671,51.0
E01029672,47.0
E01029673,46.0
E01029674,47.0
E01029675,55.0
E01029676,57.0
E01029677,48.0
E01029678,49.0
E01029679,38.0
E01029680,45.0
E01029681,45.0
E01029682,55.0
E01029683,56.0
E01029684,41.0
E01029685,50.0
E01029686,50.0
E01029687,52.0
E01029688,50.0
E01029689,34.0
E01029690,40.0
E01029691,40.5
E01029692,38.0
E01029693,30.0
E01029694,29.0
E01029695,51.0
E01029696,55.0
E01029697,48.0
E01029698,49.0
E01029699,37.0
E01029700,46.0
E01029701,36.0
E01029702,46.0
E01029703,47.0
E01029704,52.0
E01029705,54.0
E01029706,52.0
E01029707,52.0
E01029708,50.0
E01029709,52.0
E01029710,59.0
E01029711,50.0
E01029712,49.0
E01029713,50.0
E01029714,49.0
E01029715,39.0
E01029716,38.0
E01029717,35.0
E01029718,48.0
E01029719,51.0
E01029720,34.0
E01029721,48.0
E01029722,38.0
E01029723,48.0
E01029724,48.0
E01029725,40.0
E01029726,44.0
E01029727,35.0
E01029728,43.0
E01029729,45.0
E01029730,55.0
E01029731,48.0
E01029732,31.0
E01029733,52.0
E01029734,34.0
E01029735,43.0
E01029736,48.0
E01029737,46.0
E01029738,49.0
E01029739,48.0
E01029740,43.0
E01029741,46.0
E01029742,54.0
E01029743,43.0
E01029744,45.0
E01029745,51.0
E01029746,44.0
E01029747,41.0
E01029748,52.0
E01029749,52.0
E01029750,34.0
E01029751,51.0
E01029752,36.0
E01029753,43.0
E01029754,44.0
E01029755,57.0
E01029756,36.0
E01029757,43.0
E01029758,50.0
E01029759,48.0
E01029760,50.0
E01029761,51.0
E01029762,52.0
E01029763,36.0
E01029764,39.0
E01029765,36.0
E01029766,43.0
E01029767,55.0
E01029768,51.0
E01029769,55.0
E01029770,49.0
E01029771,56.0
E01029772,51.0
E01029773,56.0
E01029774,43.0
E01029775,54.0
E01029776,52.0
E01029777,46.0
E01029778,51.0
E01029779,54.0
E01029780,46.0
E01029781,51.0
E01029782,44.0
E01029783,43.0
E01029784,52.0
E01029785,47.0
E01029786,50.0
E01029787,44.0
E01029788,52.0
E01029789,54.0
E01029790,42.0
E01029791,46.0
E01029792,49.0
E01029793,48.0
E01029794,50.0
E01029795,52.0
E01029796,48.0
E01029797,51.0
E01029798,48.0
E01029799,53.0
E01029800,46.0
E01029801,51.0
E01029802,53.0
E01029803,54.0
E01029804,41.0
E01029805,50.0
E01029806,51.0
E01029807,49.0
E01029808,45.0
E01029809,38.0
E01029810,39.0
E01029811,41.0
E01029812,40.0
E01029813,46.0
E01029814,43.0
E01029815,55.0
E01029816,49.0
E01029817,52.0
E01029818,51.0
E01029819,50.0
E01029820,37.0
E01029821,51.0
E01029822,40.0
E01029823,50.0
E01029824,36.0
E01029825,44.0
E01029826,47.0
E01029827,37.0
E01029828,34.0
E01029829,35.0
E01029830,38.0
E01029831,40.0
E01029832,49.0
E01029833,40.0
E01029834,41.0
E01029835,53.0
E01029836,43.0
E01029837,42.0
E01029838,39.0
E01029839,47.0
E01029840,31.0
E01029841,48.0
E01029842,34.0
E01029843,36.0
E01029844,45.0
E01029845,33.0
E01029846,43.0
E01029847,54.0
E01029848,51.0
E01029849,37.0
E01029850,38.0
E01029851,40.0
E01029852,46.0
E01029853,43.0
E01029854,45.5
E01029855,39.0
E01029856,40.0
E01029857,36.0
E01029858,46.0
E01029859,33.0
E01029860,43.0
E01029861,49.0
E01029862,45.0
E01029863,44.0
E01029864,49.0
E01029865,43.0
E01029867,38.0
E01029868,46.0
E01029869,41.0
E01029870,40.0
E01029871,57.0
E01029872,51.0
E01029873,53.0
E01029874,49.0
E01029875,48.0
E01029876,51.0
E01029877,53.0
E01029878,54.0
E01029879,52.0
E01029880,51.0
E01029881,49.0
E01029882,52.0
E01029883,54.0
E01029884,41.0
E01029885,51.0
E01029886,44.0
E01029887,43.0
E01029888,39.0
E01029889,37.0
E01029890,38.0
E01029891,43.0
E01029892,42.0
E01029893,40.0
E01029894,51.0
E01029895,48.0
E01029896,54.0
E01029897,42.0
E01029898,58.0
E01029899,52.0
E01029900,51.0
E01029901,55.0
E01029902,53.0
E01029903,52.0
E01029904,51.0
E01029905,49.0
E01029906,54.0
E01029907,56.0
E01029908,39.0
E01029909,40.0
E01029910,39.0
E01029911,54.0
E01029912,40.0
E01029913,63.0
E01029914,37.0
E01029915,50.0
E01029916,37.0
E01029917,46.0
E01029918,45.5
E01029919,50.0
E01029920,52.0
E01029921,53.0
E01029922,50.0
E01029923,43.0
E01029925,41.0
E01029926,58.0
E01029927,37.0
E01029928,43.5
E01029929,48.0
E01029930,48.0
E01029937,46.0
E01029938,35.0
E01029939,41.0
E01029940,42.0
E01029941,49.0
E01029942,46.0
E01029944,52.0
E01029945,45.0
E01029946,36.0
E01029947,49.0
E01029949,38.0
E01029950,34.0
E01029951,52.0
E01029952,47.0
E01029953,37.0
E01029954,41.0
E01029955,38.0
E01029956,35.0
E01029957,51.0
E01029958,39.0
E01029960,34.0
E01029961,34.0
E01029962,36.0
E01029963,52.0
E01029964,40.0
E01029965,49.0
E01029966,50.0
E01029967,58.0
E01029968,35.0
E01029969,40.0
E01029970,41.0
E01029971,39.0
E01029973,54.0
E01029974,43.0
E01029975,41.0
E01029976,44.5
E01029977,50.0
E01029978,40.0
E01029979,35.0
E01029980,34.0
E01029981,47.0
E01029982,35.0
E01029983,40.0
E01029984,37.0
E01029985,34.0
E01029986,35.0
E01029987,38.0
E01029988,38.0
E01029990,34.0
E01029991,49.0
E01029992,41.0
E01029994,37.0
E01029995,42.0
E01029996,37.0
E01029997,42.0
E01029998,40.0
E01029999,43.0
E01030000,37.0
E01030001,46.0
E01030002,40.0
E01030003,41.0
E01030004,41.0
E01030005,32.0
E01030006,37.0
E01030007,38.0
E01030008,50.0
E01030009,48.0
E01030010,40.0
E01030011,54.0
E01030012,47.0
E01030013,38.0
E01030014,43.0
E01030015,46.0
E01030016,49.0
E01030017,38.0
E01030018,36.0
E01030019,46.0
E01030020,49.0
E01030021,33.0
E01030022,35.0
E01030023,32.0
E01030024,30.0
E01030025,37.0
E01030026,33.0
E01030027,33.0
E01030028,39.0
E01030029,36.0
E01030030,35.0
E01030031,37.0
E01030032,33.0
E01030033,48.0
E01030034,59.0
E01030035,36.0
E01030036,39.0
E01030037,48.0
E01030038,53.0
E01030039,51.0
E01030040,52.0
E01030041,52.0
E01030042,51.0
E01030043,33.0
E01030044,52.0
E01030045,49.0
E01030046,50.0
E01030047,44.5
E01030048,49.0
E01030049,49.0
E01030050,39.0
E01030051,50.0
E01030052,51.0
E01030053,54.0
E01030054,52.0
E01030055,51.0
E01030056,51.0
E01030057,50.0
E01030058,55.0
E01030059,49.0
E01030060,47.0
E01030061,48.0
E01030062,49.0
E01030063,49.0
E01030064,51.0
E01030065,52.0
E01030066,55.0
E01030067,50.0
E01030068,50.0
E01030069,55.0
E01030070,29.0
E01030071,44.0
E01030072,49.0
E01030073,54.0
E01030075,35.0
E01030076,37.0
E01030077,42.0
E01030078,46.0
E01030079,40.0
E01030080,45.0
E01030081,49.0
E01030082,53.0
E01030083,52.0
E01030084,52.0
E01030085,47.0
E01030086,48.0
E01030087,51.0
E01030088,52.0
E01030089,52.0
E01030090,50.0
E01030091,43.0
E01030092,46.0
E01030093,47.0
E01030094,49.0
E01030095,52.0
E01030096,54.0
E01030097,53.0
E01030098,48.0
E01030099,56.0
E01030100,52.0
E01030101,53.0
E01030103,52.0
E01030104,51.0
E01030105,37.0
E01030106,34.0
E01030107,50.0
E01030108,38.0
E01030109,36.0
E01030110,37.0
E01030111,47.0
E01030112,43.0
E01030113,39.0
E01030114,34.0
E01030115,34.0
E01030116,42.0
E01030117,39.0
E01030118,35.0
E01030119,49.0
E01030120,44.0
E01030121,47.0
E01030122,47.0
E01030123,38.0
E01030124,52.0
E01030125,48.0
E01030127,41.0
E01030128,38.5
E01030129,45.0
E01030130,41.0
E01030131,35.0
E01030132,27.5
E01030133,48.0
E01030134,53.0
E01030135,41.0
E01030137,40.0
E01030138,50.0
E01030139,40.0
E01030140,40.0
E01030141,39.0
E01030142,55.0
E01030143,39.0
E01030144,50.0
E01030145,49.0
E01030146,49.0
E01030147,57.0
E01030148,53.0
E01030149,49.0
E01030150,53.0
E01030151,45.0
E01030152,65.0
E01030153,54.0
E01030154,53.0
E01030155,48.0
E01030158,67.0
E01030159,47.5
E01030160,50.0
E01030161,35.0
E01030162,51.0
E01030163,46.0
E01030164,56.0
E01030165,48.0
E01030166,61.0
E01030167,57.0
E01030168,44.0
E01030169,42.0
E01030170,44.0
E01030171,47.0
E01030172,49.0
E01030173,48.0
E01030174,53.0
E01030175,50.0
E01030176,53.0
E01030179,37.0
E01030180,45.0
E01030181,41.0
E01030183,55.0
E01030184,51.0
E01030185,48.0
E01030186,56.0
E01030187,48.0
E01030188,43.0
E01030189,44.0
E01030190,52.0
E01030191,49.0
E01030192,55.0
E01030193,51.0
E01030194,51.0
E01030195,54.0
E01030196,47.0
E01030197,55.0
E01030198,57.0
E01030199,55.0
E01030200,52.0
E01030201,56.0
E01030203,59.0
E01030204,47.0
E01030205,48.0
E01030206,56.0
E01030207,52.0
E01030208,56.0
E01030209,48.0
E01030210,41.0
E01030211,57.0
E01030212,57.0
E01030214,46.0
E01030215,44.0
E01030216,51.0
E01030217,54.0
E01030218,47.5
E01030219,57.0
E01030220,52.0
E01030221,52.0
E01030222,60.0
E01030223,48.0
E01030224,57.0
E01030225,44.0
E01030226,41.0
E01030227,41.0
E01030228,52.0
E01030229,54.0
E01030230,53.0
E01030231,44.0
E01030232,46.0
E01030233,54.0
E01030234,33.0
E01030235,56.0
E01030236,45.0
E01030237,46.0
E01030238,42.0
E01030239,37.0
E01030240,60.0
E01030241,58.0
E01030242,54.0
E01030243,47.0
E01030244,59.0
E01030245,53.0
E01030246,37.0
E01030247,38.0
E01030248,34.0
E01030249,36.0
E01030250,36.0
E01030251,54.0
E01030252,58.0
E01030253,45.0
E01030254,34.0
E01030255,37.0
E01030256,46.0
E01030257,48.0
E01030258,45.0
E01030259,50.0
E01030260,46.0
E01030261,36.0
E01030262,42.0
E01030263,51.0
E01030264,37.0
E01030265,37.0
E01030266,49.0
E01030267,39.0
E01030268,51.0
E01030269,57.0
E01030270,46.0
E01030271,63.0
E01030272,61.0
E01030273,61.0
E01030274,55.0
E01030275,49.0
E01030276,44.5
E01030277,42.0
E01030278,56.0
E01030279,40.0
E01030280,55.0
E01030281,41.0
E01030282,66.0
E01030283,46.0
E01030284,62.0
E01030285,54.0
E01030286,53.0
E01030287,55.0
E01030288,55.0
E01030289,42.0
E01030290,50.0
E01030291,38.0
E01030292,52.0
E01030293,50.0
E01030294,49.0
E01030295,53.0
E01030296,47.0
E01030297,48.0
E01030298,45.0
E01030299,44.0
E01030300,44.0
E01030301,46.0
E01030302,51.0
E01030303,47.0
E01030304,38.0
E01030305,43.0
E01030306,37.0
E01030307,45.0
E01030308,49.0
E01030309,48.0
E01030310,39.0
E01030311,41.0
E01030312,39.0
E01030313,36.0
E01030314,42.0
E01030315,41.0
E01030316,45.0
E01030317,41.0
E01030318,54.0
E01030319,40.0
E01030320,43.0
E01030321,44.0
E01030322,40.0
E01030323,46.0
E01030324,41.0
E01030325,43.0
E01030326,47.0
E01030327,42.5
E01030328,45.0
E01030329,47.0
E01030330,44.0
E01030331,46.0
E01030332,43.0
E01030333,44.0
E01030334,42.0
E01030335,43.0
E01030336,39.0
E01030337,42.0
E01030338,43.0
E01030339,46.0
E01030340,43.5
E01030341,45.0
E01030342,47.0
E01030343,44.0
E01030344,47.0
E01030345,43.0
E01030346,45.0
E01030347,39.0
E01030348,46.0
E01030349,48.0
E01030350,44.0
E01030351,40.0
E01030352,43.0
E01030353,44.0
E01030354,33.0
E01030355,43.0
E01030356,40.0
E01030357,46.0
E01030358,44.0
E01030359,39.0
E01030360,43.0
E01030361,42.0
E01030362,36.0
E01030363,39.0
E01030364,34.0
E01030365,41.0
E01030366,39.0
E01030367,46.0
E01030368,41.0
E01030369,44.5
E01030370,43.0
E01030371,42.0
E01030372,44.0
E01030373,42.0
E01030374,43.0
E01030375,41.0
E01030376,44.0
E01030377,47.0
E01030378,40.0
E01030379,33.0
E01030380,45.0
E01030381,44.0
E01030382,42.0
E01030383,36.0
E01030384,36.5
E01030385,41.0
E01030386,49.0
E01030387,39.0
E01030388,47.0
E01030389,44.0
E01030390,40.0
E01030391,39.0
E01030392,45.0
E01030393,49.0
E01030394,43.0
E01030395,51.0
E01030396,44.5
E01030398,47.0
E01030399,38.0
E01030400,35.0
E01030401,42.0
E01030402,38.0
E01030403,43.0
E01030404,46.0
E01030405,40.0
E01030406,41.0
E01030407,47.5
E01030408,46.0
E01030409,39.0
E01030410,33.0
E01030411,34.0
E01030412,35.0
E01030413,38.0
E01030414,39.0
E01030415,41.0
E01030416,46.0
E01030417,48.0
E01030418,47.0
E01030419,43.0
E01030420,41.0
E01030421,49.0
E01030422,39.0
E01030423,46.0
E01030424,41.0
E01030425,44.0
E01030426,37.0
E01030427,44.0
E01030428,39.0
E01030429,35.0
E01030430,48.0
E01030431,48.0
E01030432,36.0
E01030433,38.0
E01030434,35.0
E01030435,40.0
E01030436,39.0
E01030437,43.0
E01030438,36.0
E01030439,43.0
E01030440,49.0
E01030441,48.0
E01030442,50.0
E01030443,49.0
E01030444,45.0
E01030445,47.0
E01030446,45.0
E01030447,45.5
E01030448,42.0
E01030449,33.0
E01030450,29.0
E01030451,30.0
E01030452,25.0
E01030453,34.0
E01030454,40.0
E01030455,34.0
E01030456,48.0
E01030457,30.0
E01030458,49.0
E01030459,47.0
E01030460,45.0
E01030461,47.0
E01030462,42.0
E01030463,41.0
E01030464,35.0
E01030465,48.0
E01030466,55.5
E01030467,39.0
E01030468,21.0
E01030469,28.0
E01030470,22.0
E01030471,50.0
E01030472,45.0
E01030473,44.0
E01030474,27.0
E01030475,48.0
E01030476,53.0
E01030477,44.0
E01030478,48.0
E01030479,42.0
E01030480,46.0
E01030481,33.0
E01030482,35.0
E01030483,36.0
E01030484,33.0
E01030485,33.0
E01030486,38.0
E01030487,29.0
E01030488,29.0
E01030489,36.0
E01030490,49.0
E01030491,46.0
E01030492,51.0
E01030493,32.0
E01030494,31.0
E01030495,24.0
E01030496,27.0
E01030497,30.0
E01030498,31.0
E01030499,49.0
E01030500,37.0
E01030501,40.0
